Order Tracker,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Security,Side,Order Qty,Order Price,Order Value,Order Status,Remaining Qty,Reject Reason,Contra Broker,Account ID,Last Filled Quantity,Filled Qty,TIF,Expiry Date,Disclose Qty,Minimum Qty,Order Date and Time,Client Order Id,Last Change Time,Execution Id,Trader Report Id,Exchange Order Id,Exchange
DOCK.N0000,BUY,100,115.50,"11,550.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-01-16 08:48:38.0,92390LI0-woasR2jyA,2026-01-16 14:18:38,E0PwTj3eeUMQ,,O0PwTnthDhB3,CSE
DOCK.N0000,BUY,50,115.75,"5,787.50",NEW,50,,,CAS/92390-LI/0,0,0,DAY,,50,0,2026-01-16 08:48:09.0,92390LI0-wopRxE1uJ,2026-01-16 14:18:09,E0PwTj3eeUJJ,,O0PwTnthDh9V,CSE
DOCK.N0000,BUY,40,116.00,"4,640.00",FILLED,0,,FWS,CAS/92390-LI/0,35,40,DAY,,0,0,2026-01-16 08:47:01.0,92390LI0-woomw5mYd,2026-01-16 14:17:01,E0PwTj3eeU7p,,O0PwTnthDh2K,CSE
DOCK.N0000,BUY,40,116.00,"4,640.00",P.FILLED,35,,STS,CAS/92390-LI/0,5,5,DAY,,35,0,2026-01-16 08:46:21.0,92390LI0-woomw5mYd,2026-01-16 14:16:21,E0PwTj3eeU2k,,O0PwTnthDh2K,CSE
DOCK.N0000,BUY,40,116.00,"4,640.00",NEW,40,,,CAS/92390-LI/0,0,0,DAY,,40,0,2026-01-16 08:46:09.0,92390LI0-woomw5mYd,2026-01-16 14:16:09,E0PwTj3eeU1F,,O0PwTnthDh2K,CSE
DOCK.N0000,BUY,100,116.50,"11,650.00",FILLED,0,,ASI,CAS/92390-LI/0,100,100,DAY,,0,0,2026-01-16 08:45:25.0,92390LI0-wouHX8UuE,2026-01-16 14:15:25,E0PwTj3eeTwe,,O0PwTnthDh09,CSE
DOCK.N0000,BUY,100,116.50,"11,650.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-01-16 08:45:22.0,92390LI0-wouHX8UuE,2026-01-16 14:15:22,E0PwTj3eeTwR,,O0PwTnthDh09,CSE
DOCK.N0000,BUY,100,116.75,"11,675.00",FILLED,0,,ASI,CAS/92390-LI/0,100,100,DAY,,0,0,2026-01-16 08:45:01.0,92390LI0-wo14kqYL7,2026-01-16 14:15:01,E0PwTj3eeTpo,,O0PwTnthDgys,CSE
DOCK.N0000,BUY,100,116.75,"11,675.00",NEW,100,,,CAS/92390-LI/0,0,0,DAY,,100,0,2026-01-16 08:44:56.0,92390LI0-wo14kqYL7,2026-01-16 14:14:56,E0PwTj3eeTpU,,O0PwTnthDgys,CSE
RAL.N0000,BUY,400,13.80,"5,520.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-13 09:27:00.0,92390LI0-woab04s3p,2026-01-13 14:58:11,E0PuIqbs5IHP,,O0PuIvRuePUN,CSE
KHL.N0000,BUY,500,21.80,"10,900.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-13 09:27:00.0,92390LI0-woPxjKIIQ,2026-01-13 14:58:10,E0PuIqbs5Hbi,,O0PuIvRueP59,CSE
EDEN.N0000,BUY,800,13.20,"10,560.00",EXPIRED,0,Expired (end of day),,CAS/92390-LI/0,0,0,DAY,,0,0,2026-01-13 09:27:00.0,92390LI0-wo7Wn92iV,2026-01-13 14:58:02,E0PuIqbs5H6e,,O0PuIvRuePGo,CSE
JETS.N0000,BUY,500,19.20,"9,600.00",FILLED,0,,LSL,CAS/92390-LI/0,500,500,DAY,,0,0,2026-01-13 07:50:01.0,92390LI0-wowUOfg1R,2026-01-13 13:20:01,E0PuIqbs56zy,,O0PuIvRuePEw,CSE
RAL.N0000,BUY,400,13.80,"5,520.00",NEW,400,,,CAS/92390-LI/0,0,0,DAY,,400,0,2026-01-13 07:47:16.0,92390LI0-woab04s3p,2026-01-13 13:17:16,E0PuIqbs56jk,,O0PuIvRuePUN,CSE
EDEN.N0000,BUY,800,13.20,"10,560.00",NEW,800,,,CAS/92390-LI/0,0,0,DAY,,800,0,2026-01-13 07:42:04.0,92390LI0-wo7Wn92iV,2026-01-13 13:12:04,E0PuIqbs56Bt,,O0PuIvRuePGo,CSE
JETS.N0000,BUY,500,19.20,"9,600.00",NEW,500,,,CAS/92390-LI/0,0,0,DAY,,500,0,2026-01-13 07:41:24.0,92390LI0-wowUOfg1R,2026-01-13 13:11:24,E0PuIqbs567n,,O0PuIvRuePEw,CSE
KHL.N0000,BUY,500,21.80,"10,900.00",NEW,500,,,CAS/92390-LI/0,0,0,DAY,,500,0,2026-01-13 07:36:59.0,92390LI0-woPxjKIIQ,2026-01-13 13:06:59,E0PuIqbs55hU,,O0PuIvRueP59,CSE
